Sample in Buffer,Sample in Window,TRIGGER,pynq_bd_i/xadc_wiz_0_drdy_out,pynq_bd_i/dpp_counter_0_fifo_o[31:0],pynq_bd_i/dpp_counter_0_y[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,SIGNED
1022,1022,0,0,6,647
1023,1023,0,0,6,647
1024,1024,0,0,6,647
1025,1025,0,0,6,647
1026,1026,0,0,6,647
1027,1027,0,0,6,647
1028,1028,0,0,6,647
1029,1029,0,0,6,647
1030,1030,0,0,6,647
1031,1031,0,0,6,647
1032,1032,0,0,6,647
1033,1033,0,0,6,647
1034,1034,0,0,6,647
1035,1035,0,0,6,647
1036,1036,0,0,6,647
1037,1037,0,0,6,647
1038,1038,0,0,6,647
1039,1039,0,0,6,647
1040,1040,0,0,6,647
1041,1041,0,0,6,647
1042,1042,0,0,6,647
1043,1043,0,0,6,647
1044,1044,0,0,6,647
1045,1045,0,0,6,647
1046,1046,0,0,6,647
1047,1047,0,0,6,647
1048,1048,0,0,6,647
1049,1049,0,0,6,647
1050,1050,0,0,6,647
1051,1051,0,0,6,647
1052,1052,0,0,6,647
1053,1053,0,0,6,647
1054,1054,0,0,6,647
1055,1055,0,0,6,647
1056,1056,0,0,6,647
1057,1057,0,0,6,647
1058,1058,0,0,6,647
1059,1059,0,0,6,647
1060,1060,0,0,6,647
1061,1061,0,0,6,647
1062,1062,0,0,6,647
1063,1063,0,0,6,647
1064,1064,0,0,6,647
1065,1065,0,0,6,647
1066,1066,0,0,6,647
1067,1067,0,0,6,647
1068,1068,0,0,6,647
1069,1069,0,0,6,647
